#1
double TimeTorqueInclinationSpeed_rad_tanPrediction(100,5)
325.000000	10.387580	0.000000	9.340000	9.431066
326.000000	9.274625	0.000000	9.340000	9.379445
327.000000	8.532655	-0.020964	9.340000	9.526569
328.000000	8.701285	0.000000	9.340000	9.057329
329.000000	8.719022	-0.021390	9.321000	8.840358
330.000000	8.313486	-0.021978	9.321000	8.376835
331.000000	9.056968	0.000000	9.321000	8.494420
332.000000	9.868040	0.000000	9.321000	8.329213
333.000000	9.037025	0.000000	9.237000	8.137668
334.000000	9.404528	0.000000	9.144000	8.578395
335.000000	8.871781	0.022198	9.125000	8.604026
336.000000	9.009863	0.018832	9.125000	8.364044
337.000000	9.424110	0.000000	9.125000	8.298839
338.000000	5.400398	0.000000	9.041000	8.321669
339.000000	7.903981	0.021299	8.967000	9.207191
340.000000	10.666629	0.000000	8.948000	10.566408
341.000000	8.872742	0.023392	8.911000	9.790820
342.000000	8.617021	0.000000	8.883000	10.108912
343.000000	8.341289	0.000000	8.799000	10.041487
344.000000	8.348958	0.023419	8.640000	10.154351
345.000000	8.613139	0.000000	8.631000	10.583583
346.000000	9.306569	0.024067	8.631000	10.149022
347.000000	8.997910	0.000000	8.612000	10.040431
348.000000	9.998243	0.000000	8.538000	9.898829
349.000000	10.031140	0.000000	8.510000	9.958879
350.000000	10.212804	0.000000	8.482000	9.677801
351.000000	9.937965	0.000000	8.463000	9.877173
352.000000	10.693754	0.000000	8.454000	10.153564
353.000000	11.029099	0.023585	8.454000	10.317689
354.000000	9.863524	0.000000	8.463000	10.363556
355.000000	9.640199	0.000000	8.463000	10.189366
356.000000	9.640199	0.000000	8.463000	10.196149
357.000000	8.486352	0.000000	8.463000	10.042893
358.000000	8.830731	0.000000	8.454000	9.966819
359.000000	9.112033	0.000000	8.435000	9.829688
360.000000	8.775934	0.000000	8.435000	9.536473
361.000000	8.925311	0.000000	8.435000	9.972734
362.000000	10.109545	0.000000	8.444000	10.418995
363.000000	10.109545	0.023613	8.444000	10.248450
364.000000	8.953103	0.000000	8.444000	10.041896
365.000000	5.713693	0.000000	8.435000	9.832935
366.000000	6.348548	0.000000	8.435000	9.531531
367.000000	10.307054	0.000000	8.435000	9.554943
368.000000	9.485477	0.000000	8.435000	10.007181
369.000000	10.841443	0.023923	8.426000	10.053634
370.000000	10.243295	0.000000	8.426000	10.158500
371.000000	9.629475	0.000000	8.407000	9.964279
372.000000	9.104913	0.000000	8.407000	10.042704
373.000000	9.973118	0.000000	8.370000	9.880045
374.000000	8.055787	0.000000	8.407000	10.284575
375.000000	9.854288	0.000000	8.407000	10.383259
376.000000	9.254788	0.000000	8.407000	10.255693
377.000000	9.952841	-0.019231	8.482000	10.367815
378.000000	9.739986	0.000000	8.538000	10.601264
379.000000	9.708148	0.000000	8.566000	10.483407
380.000000	8.880475	0.000000	8.584000	10.127267
381.000000	10.401460	-0.028777	8.631000	9.792962
382.000000	10.123699	0.000000	8.650000	10.100326
383.000000	10.232948	0.000000	8.650000	10.953943
384.000000	8.122482	0.028736	8.687000	10.737469
385.000000	8.448414	0.000000	8.762000	10.910769
386.000000	8.369135	0.000000	8.845000	10.633460
387.000000	8.431174	0.000000	8.892000	10.436498
388.000000	5.768453	0.000000	8.901000	10.411065
389.000000	6.723964	0.000000	8.901000	10.830590
390.000000	6.232335	0.018797	8.845000	10.160443
391.000000	6.866583	0.000000	8.762000	9.613175
392.000000	7.801301	-0.027548	8.762000	9.386596
393.000000	7.810215	0.000000	8.752000	9.179313
394.000000	8.530050	0.000000	8.752000	9.198874
395.000000	9.213894	-0.019861	8.752000	9.162350
396.000000	9.377147	0.000000	8.734000	9.348649
397.000000	7.546875	0.000000	8.640000	9.180451
398.000000	5.326531	0.000000	8.575000	8.413534
399.000000	7.468880	0.000000	8.435000	7.559004
400.000000	2.929185	0.000000	8.388000	6.892025
401.000000	0.189668	0.000000	8.304000	5.844714
402.000000	5.838482	0.000000	7.931000	4.209775
403.000000	6.901923	0.000000	6.709000	4.486030
404.000000	19.338336	0.058824	6.597000	4.918684
405.000000	20.197817	0.030030	6.597000	12.809908
406.000000	16.054565	0.000000	6.671000	13.007489
407.000000	9.971906	0.027397	7.297000	12.378289
408.000000	9.712896	-0.027397	7.297000	11.628407
409.000000	10.921612	0.000000	7.297000	9.544443
410.000000	8.904899	0.000000	7.287000	9.014570
411.000000	6.224784	-0.026810	7.287000	8.767456
412.000000	5.749280	0.000000	7.287000	8.665504
413.000000	9.121037	0.000000	7.287000	8.493057
414.000000	13.832853	0.000000	7.287000	8.718994
415.000000	13.832853	0.000000	7.287000	8.981419
416.000000	16.015486	0.000000	7.297000	9.674377
417.000000	11.525970	0.000000	7.297000	10.116776
418.000000	11.137454	0.000000	7.297000	10.523188
419.000000	10.647887	-0.024540	7.455000	10.148246
420.000000	9.591549	0.000000	7.455000	9.467028
421.000000	10.119816	-0.023952	7.595000	9.723297
422.000000	9.748858	0.000000	7.884000	8.881995
423.000000	10.268265	0.000000	7.884000	9.071715
424.000000	12.113857	0.000000	7.931000	9.534349
